"drop","Open","High","Low","Close","Adj.Close","Volume","OilPrice","deaths","DPRIME","TOTALSA","GoogleTrend","new_cases","new_deaths"
"91",-0.626545374157951,-0.641583236740285,-0.616146200600313,-0.656641419960204,-0.656641419960204,-1.2241259024925,-1.14306633298171,-0.270565189334768,-0.421741080129577,-0.810860034437192,1.80318755214222,-0.498618346138792,0.552844462501484
"92",-0.636292373729007,-0.668295002401507,-0.688941160540444,-0.685852317344773,-0.685852317344773,-1.15132176690343,-1.04584885526165,-0.270565189334768,-0.421741080129577,-0.810860034437192,1.12860650469006,-0.363464495514997,1.31843780327861
"93",-0.700793496503711,-0.703272039734566,-0.687801203122464,-0.666267582340892,-0.666267582340892,-1.27643442693556,-0.888069670109411,2.58969538363278,-0.421741080129577,-0.810860034437192,0.566455631813251,-0.406991530592515,1.37862155767242
"94",-0.684443046387192,-0.700661136760957,-0.651078067562182,-0.672853882304323,-0.672853882304323,-0.378552865546217,-0.80200829639001,-0.270565189334768,-0.421741080129577,-0.810860034437192,0.454025457237889,-0.188290527331777,1.41641135694296
"95",-0.625313123097506,-0.654823258134731,-0.622855752898564,-0.649960172783117,-0.649960172783117,-0.242595418014994,-0.614745122093166,-0.270565189334768,-0.421741080129577,-0.810860034437192,0.341595282662528,-0.472625898651743,0.0657759385701511
"96",-0.645233772759663,-0.674366515527752,-0.619272987708626,-0.658857955300902,-0.658857955300902,-0.480189614700905,-0.633869871808588,-0.270565189334768,-0.421741080129577,-0.810860034437192,0.397810369950209,-0.37058147518407,0.0419823612516664
"97",-0.636813643273018,-0.668295002401507,-0.609957856841587,-0.646904493746478,-0.646904493746478,-0.748393541033584,-0.49840289465768,-0.270565189334768,-0.421741080129577,-0.810860034437192,0.172950020799486,-0.434909344560087,1.12948880692594
"98",-0.643922581677052,-0.658252985293714,-0.635688540636809,-0.627842190072028,-0.627842190072028,-0.178460197576641,-0.496809165514728,-0.270565189334768,-0.421741080129577,-0.810860034437192,0.0605198462241247,-0.320934525222035,1.05950769716569
"99",-0.634175463624873,-0.659365306063336,-0.609632209393982,-0.644814554690654,-0.644814554690654,-0.43973775059693,-0.574901893519369,-0.270565189334768,-0.421741080129577,-0.810860034437192,-0.108125415638917,-0.247048586531997,0.702604037388417
"100",-0.614697261965683,-0.655008664241194,-0.603590359352402,-0.641663936356584,-0.641663936356584,-0.658454410700986,-0.56294892494723,-0.270565189334768,-0.421741080129577,-0.810860034437192,0.397810369950209,-0.466059023691391,-0.365307697552983
"101",-0.636245004976462,-0.665653108289696,-0.653602260732555,-0.639510699158323,-0.639510699158323,-0.259721192960438,-0.660166402667294,-0.270565189334768,-0.421741080129577,-0.810860034437192,1.85940263942991,-0.471353781512827,-0.0909817472928067
"102",-0.647856162823626,-0.670226155081115,-0.62642224915143,-0.662341110537092,-0.662341110537092,-0.754582330499064,-0.560558331232803,-0.270565189334768,-0.421741080129577,-0.810860034437192,0.903746155539334,-0.477851893384589,1.07070467472733
"103",-0.655375733100019,-0.654390679934498,-0.622318389418523,-0.616126207378905,-0.616126207378905,-0.229411106751477,-0.547011633517712,-0.270565189334768,-0.421741080129577,-0.810860034437192,0.566455631813251,-0.371406632247151,0.579437284210379
"104",-0.655375733100019,-0.654390679934498,-0.622318389418523,-0.616126207378905,-0.616126207378905,-0.229411106751477,-0.340623709505445,-0.270565189334768,-0.421741080129577,-0.810860034437192,-1.17621207410485,-0.371406632247151,0.579437284210379
"105",-0.577573082311681,-0.555515639564742,-0.54107131768161,-0.516223475880104,-0.516223475880104,0.130967750949747,-0.262530981500803,-0.270565189334768,-0.421741080129577,-0.433721778209164,-0.838921550378766,-0.440513536280178,-0.222546233642075
"106",-0.519596351579151,-0.540591753453618,-0.513549373430586,-0.542410343299251,-0.542410343299251,-0.0273707564361537,-0.241812502642429,-0.270565189334768,-0.421741080129577,-0.433721778209164,-1.06378189952949,-0.396539541126824,0.00419256198113197
"107",-0.529991166431174,-0.557153303384714,-0.49872976414462,-0.540193807958553,-0.540193807958553,-0.67461210684736,-0.207547326068964,-0.270565189334768,-0.421741080129577,-0.433721778209164,-1.06378189952949,-0.415174338134735,0.382090554686477
